database,amb,Region,outcome,outcome_label,family,Model,project,Pathway,n_scenarios
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,4
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND 2.1,R2p1,High-RE,2
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-Buildings 2.0,BEG,High-RE,2
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,4
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,3
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,13
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,19
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,High-RE,2
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,1
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,3
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,1
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,WITCH,WITCH 5.0,ENGAGE,High-CDR,6
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,AIM,AIM/CGE V2.2,ENGAGE,High-CDR,1
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,AIM,AIM/CGE V2.2,ENGAGE,High-RE,3
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,1
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,IMAGE,IMAGE 3.2,SSP2021,High-CDR,12
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,IMAGE,IMAGE 3.3,SHAPE,High-CDR,9
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,High-CDR,13
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,High-CDR,1
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,High-CDR,5
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,High-CDR,6
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,High-RE,3
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,4
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,POLES,POLES-JRC ENGAGE,ENGAGE,High-RE,1
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND 2.1,CEMICS,High-RE,4
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND 2.1,R2p1,High-RE,2
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND 3.0,ENGAGE,High-RE,2
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND 3.0,NAVIGATE,High-CDR,1
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-Buildings 2.0,BEG,High-RE,2
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,4
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,3
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,13
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,High-RE,3
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,19
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,High-RE,2
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,1
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,3
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,1
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,WITCH,WITCH 5.0,ENGAGE,High-CDR,6
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,AIM,AIM/CGE V2.2,ENGAGE,High-CDR,1
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,AIM,AIM/CGE V2.2,ENGAGE,High-RE,3
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,GCAM,GCAM 5.3,Deep,High-CDR,7
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,1
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,IMAGE,IMAGE 3.2,SSP2021,High-CDR,12
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,IMAGE,IMAGE 3.3,GEO7,High-CDR,2
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,IMAGE,IMAGE 3.3,SHAPE,High-CDR,9
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,High-CDR,13
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,High-CDR,1
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,High-CDR,5
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,High-CDR,6
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,High-RE,3
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,4
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,POLES,POLES-JRC ENGAGE,ENGAGE,High-RE,1
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND 2.1,CEMICS,High-RE,4
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND 2.1,R2p1,High-RE,2
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND 3.0,ENGAGE,High-RE,2
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND 3.0,NAVIGATE,High-CDR,1
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-Buildings 2.0,BEG,High-RE,2
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,4
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,3
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,13
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,High-RE,3
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,19
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,High-RE,2
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,1
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,3
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,1
Full,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,WITCH,WITCH 5.0,ENGAGE,High-CDR,6
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,AIM,AIM/CGE V2.2,ENGAGE,High-CDR,1
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,AIM,AIM/CGE V2.2,ENGAGE,High-RE,3
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,GCAM,GCAM 5.3,Deep,High-CDR,7
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,1
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,IMAGE,IMAGE 3.2,SSP2021,High-CDR,12
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,IMAGE,IMAGE 3.3,GEO7,High-CDR,2
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,IMAGE,IMAGE 3.3,SHAPE,High-CDR,9
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,High-CDR,13
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,High-CDR,1
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,High-CDR,5
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,High-CDR,6
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,High-RE,3
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,4
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,POLES,POLES-JRC ENGAGE,ENGAGE,High-RE,1
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND 2.1,CEMICS,High-RE,4
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND 2.1,R2p1,High-RE,2
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND 3.0,ENGAGE,High-RE,2
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND 3.0,NAVIGATE,High-CDR,1
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-Buildings 2.0,BEG,High-RE,2
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,4
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,3
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,13
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,High-RE,3
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,19
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,High-RE,2
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,1
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,3
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,1
Full,1.5C,R10LATIN_AM,headcount_pct,Deprived headcount,WITCH,WITCH 5.0,ENGAGE,High-CDR,6
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,AIM,AIM/CGE V2.2,ENGAGE,High-CDR,1
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,1
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,IMAGE,IMAGE 3.2,SSP2021,High-CDR,12
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,IMAGE,IMAGE 3.3,GEO7,High-CDR,2
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,IMAGE,IMAGE 3.3,SHAPE,High-CDR,9
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,High-CDR,11
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,High-CDR,1
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,High-CDR,5
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,High-CDR,6
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,High-RE,3
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,4
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND 2.1,R2p1,High-RE,2
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-Buildings 2.0,BEG,High-RE,2
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,4
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,3
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,13
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,19
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,High-RE,2
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,1
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,3
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,1
Full,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,WITCH,WITCH 5.0,ENGAGE,High-CDR,6
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,AIM,AIM/CGE V2.2,ENGAGE,High-CDR,1
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,AIM,AIM/CGE V2.2,ENGAGE,High-RE,3
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,1
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,IMAGE,IMAGE 3.2,SSP2021,High-CDR,12
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,IMAGE,IMAGE 3.3,SHAPE,High-CDR,9
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,High-CDR,13
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,High-CDR,1
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,High-CDR,5
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,High-CDR,6
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,High-RE,3
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,4
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,POLES,POLES-JRC ENGAGE,ENGAGE,High-RE,1
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND 2.1,CEMICS,High-RE,4
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND 2.1,R2p1,High-RE,2
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND 3.0,ENGAGE,High-RE,2
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND 3.0,NAVIGATE,High-CDR,1
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-Buildings 2.0,BEG,High-RE,2
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,4
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,3
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,13
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,High-RE,3
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,19
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,High-RE,2
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,1
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,3
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,1
Full,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,WITCH,WITCH 5.0,ENGAGE,High-CDR,6
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,AIM,AIM/CGE V2.2,ENGAGE,High-CDR,1
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,AIM,AIM/CGE V2.2,ENGAGE,High-RE,3
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,GCAM,GCAM 5.3,Deep,High-CDR,7
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,1
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,IMAGE,IMAGE 3.2,SSP2021,High-CDR,12
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,IMAGE,IMAGE 3.3,GEO7,High-CDR,2
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,IMAGE,IMAGE 3.3,SHAPE,High-CDR,9
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,High-CDR,13
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,High-CDR,1
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,High-CDR,5
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,High-CDR,6
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,High-RE,3
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,4
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,POLES,POLES-JRC ENGAGE,ENGAGE,High-RE,1
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND 2.1,CEMICS,High-RE,4
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND 2.1,R2p1,High-RE,2
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND 3.0,ENGAGE,High-RE,2
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND 3.0,NAVIGATE,High-CDR,1
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-Buildings 2.0,BEG,High-RE,2
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,4
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,3
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,13
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,High-RE,3
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,High-RE,19
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,High-RE,2
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,High-RE,1
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,High-RE,3
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,High-RE,1
Full,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,WITCH,WITCH 5.0,ENGAGE,High-CDR,6
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,AIM,AIM/CGE V2.2,ENGAGE,High-CDR,1
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,AIM,AIM/CGE V2.2,ENGAGE,High-RE,3
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,GCAM,GCAM 5.3,Deep,High-CDR,7
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,High-RE,1
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,IMAGE,IMAGE 3.2,SSP2021,High-CDR,12
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,IMAGE,IMAGE 3.3,GEO7,High-CDR,2
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,IMAGE,IMAGE 3.3,SHAPE,High-CDR,9
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,High-CDR,13
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,High-CDR,1
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,High-CDR,5
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,High-CDR,6
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,High-RE,3
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,POLES,POLES-JRC ENGAGE,ENGAGE,High-CDR,4
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,POLES,POLES-JRC ENGAGE,ENGAGE,High-RE,1
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND 2.1,CEMICS,High-RE,4
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND 2.1,R2p1,High-RE,2
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND 3.0,ENGAGE,High-RE,2
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND 3.0,NAVIGATE,High-CDR,1
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-Buildings 2.0,BEG,High-RE,2
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 1.7-3.0,CD,High-RE,4
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,High-RE,3
Full,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,High-RE,13
